timestamp,position lat,position long,heart rate,cadence,distance,temperature,fractional cadence,enhanced speed,enhanced altitude,cycle length 16,performance condition,,wrist heart rate
1060207308,,,121,0,0,23,0,0,2554,0,,108,121
1060207309,,,121,0,0,23,0,,2554,0,,108,121
1060207315,-404073854,1803316307,121,69,766,23,64,1297,2554,,,108,121
1060207316,-404073577,1803316162,121,73,986,23,0,1633,2554,0,,108,121
1060207317,-404073275,1803316107,121,73,1251,23,0,1670,2554,0,,108,121
1060207321,-404071811,1803316024,122,86,2594,23,0,1922,2554,0,,108,122
1060207325,-404069909,1803316015,125,92,4358,23,0,2697,2554,0,,108,125
1060207327,-404068832,1803316090,128,93,5360,23,64,3135,2554,0,,129,128
1060207329,-404067740,1803316183,131,94,6379,23,0,3368,2554,0,,162,131
1060207331,-404066549,1803316094,134,93,7484,23,64,3499,2554,0,,176,134
1060207333,-404065874,1803315907,137,93,8131,23,64,3508,2553,0,,176,137
1060207335,-404065634,1803315736,140,92,8390,23,0,3424,2553,0,,176,140
1060207336,-404065433,1803315828,143,89,8586,23,64,3387,2553,0,,176,143
1060207339,-404064100,1803316173,146,87,9850,23,0,3480,2553,19800,,176,146
1060207340,-404063645,1803316281,147,87,10280,23,0,3508,2553,19800,,176,147
1060207342,-404062702,1803316345,151,87,11153,23,0,3574,2553,19800,,176,151
1060207345,-404061386,1803316612,153,93,12394,23,0,3910,2552,0,,176,153
1060207346,-404060871,1803316809,156,93,12895,23,0,4012,2552,0,,176,156
1060207348,-404059722,1803317258,159,96,14017,23,64,4236,2552,0,,176,159
1060207351,-404057794,1803318619,161,99,16100,23,0,4581,2552,0,,162,161
1060207352,-404057288,1803319057,162,100,16677,23,0,4712,2552,0,,162,162
1060207355,-404055892,1803320320,165,100,18288,23,0,4693,2553,0,,129,165
1060207356,-404055534,1803320667,165,100,18712,23,0,4581,2554,0,,129,165
1060207360,-404053636,1803322104,167,90,20793,23,64,4236,2553,0,,88,167
1060207361,-404053268,1803322279,167,90,21159,23,0,4199,2553,0,,88,167
1060207366,-404051107,1803323140,168,88,23278,23,0,3984,2553,0,,129,168
1060207368,-404049897,1803323260,169,88,24404,23,0,4068,2553,0,,129,169
1060207372,-404047289,1803323691,169,93,26848,23,64,4208,2552,0,,129,169
1060207376,-404044980,1803324558,169,90,29173,23,0,4283,2553,894,,129,169
1060207377,-404044757,1803325057,169,89,29583,23,64,4236,2553,894,,129,169
1060207381,-404043414,1803327237,169,89,31689,23,0,4199,2552,0,,129,169
1060207382,-404043046,1803327758,170,89,32218,23,0,4217,2552,0,,88,170
1060207386,-404041521,1803330054,170,89,34496,23,64,4348,2552,0,,88,170
1060207387,-404041112,1803330536,170,89,35024,23,64,4385,2552,0,,88,170
1060207388,-404040783,1803331009,170,88,35497,22,0,4413,2552,0,,88,170
1060207392,-404040225,1803333200,171,86,37262,22,64,4395,2551,0,,129,171
1060207397,-404039630,1803336140,172,87,39598,22,0,4451,2553,0,,147,172
1060207399,-404039382,1803337227,172,87,40471,22,0,4479,2553,0,,147,172
1060207404,-404038972,1803339926,174,87,42598,22,0,4329,2552,0,,108,174
1060207405,-404038853,1803340488,173,87,43048,22,0,4320,2553,0,,108,173
1060207410,-404038793,1803343361,170,85,45288,22,64,4273,2552,894,,57,170
1060207412,-404038825,1803344450,170,85,46136,22,64,4255,2552,894,,57,170
1060207417,-404039698,1803346741,170,84,48137,22,64,4255,2552,0,,57,170
1060207421,-404040533,1803348415,170,84,49811,22,64,4255,2552,0,,57,170
1060207426,-404040590,1803350511,169,86,51432,22,64,4189,2552,0,,88,169
1060207430,-404041388,1803352041,168,85,52875,22,64,4404,2553,0,,129,168
1060207431,-404041421,1803352478,170,84,53204,22,64,4460,2554,894,,129,170
1060207432,-404041335,1803352975,170,84,53597,22,64,4460,2552,894,,129,170
1060207433,-404041161,1803353039,170,84,53715,22,64,4357,2552,894,,129,170
1060207434,-404041237,1803352828,171,84,53881,22,64,4217,2552,894,,147,171
1060207437,-404041007,1803352888,168,83,54089,22,0,4012,2554,0,,176,168
1060207438,-404040666,1803353095,167,83,54443,22,0,4012,2554,0,,176,167
1060207439,-404040276,1803353386,171,83,54868,22,0,4022,2552,0,,176,171
1060207443,-404038954,1803355013,170,83,56620,22,64,4050,2550,0,,147,170
1060207444,-404038676,1803355488,170,83,57057,22,64,4068,2550,0,,147,170
1060207447,-404038092,1803356974,170,83,58295,22,64,4078,2550,0,,147,170
1060207449,-404037702,1803358008,170,83,59159,22,64,4096,2549,0,,147,170
1060207452,-404036778,1803359428,172,84,60511,22,64,4161,2549,0,,129,172
1060207457,-404034882,1803361799,170,84,62894,22,64,4255,2549,0,,147,170
1060207462,-404033891,1803364718,169,85,65347,22,64,4255,2550,0,,176,169
1060207463,-404033657,1803365185,171,85,65757,22,64,4264,2549,0,,176,171
1060207468,-404032294,1803367472,170,85,67913,22,64,4311,2549,0,,176,170
1060207469,-404032012,1803367882,170,85,68318,22,64,4283,2549,0,,176,170
1060207474,-404030670,1803370124,171,86,70451,22,0,4227,2550,,,176,171
1060207477,-404030045,1803371493,171,84,71661,22,64,4217,2550,0,,176,171
1060207483,-404028886,1803374131,170,85,73975,22,64,4022,2550,0,,162,170
1060207485,-404028338,1803374840,170,84,74726,21,64,4115,2551,0,,162,170
1060207486,-404028064,1803375245,170,84,75130,22,64,4124,2551,0,,162,170
1060207492,-404026814,1803377745,170,84,77389,22,64,4124,2552,0,,162,170
1060207493,-404026584,1803378163,170,84,77776,22,64,4106,2552,0,,162,170
1060207499,-404025265,1803380735,170,84,80120,22,64,4078,2551,0,,88,170
1060207504,-404024574,1803383241,170,84,82171,21,64,4068,2551,0,,88,170
1060207509,-404024126,1803385789,169,85,84197,21,64,4078,2550,0,,129,169
1060207512,-404023737,1803387068,170,84,85255,21,64,4078,2550,0,,147,170
1060207517,-404022577,1803389346,168,84,87325,21,64,4078,2549,0,,162,168
1060207520,-404021958,1803390616,170,83,88468,21,64,4068,2548,0,,162,170
1060207526,-404020641,1803393135,170,83,90825,21,64,4068,2547,0,,162,170
1060207532,-404018705,1803394964,170,83,93116,21,64,4040,2548,894,,162,170
1060207536,-404017188,1803396058,171,84,94766,21,0,4031,2548,,,129,171
1060207541,-404015217,1803397240,170,83,96813,21,0,4031,2548,0,,162,170
1060207546,-404013289,1803398438,167,82,98832,21,0,4031,2549,,,147,167
1060207547,-404012930,1803398693,170,83,99220,21,0,4031,2549,,,147,170
1060207548,-404012552,1803398967,170,83,99631,21,64,4031,2549,,,147,170
1060207550,-404011948,1803399535,170,83,100342,21,64,4031,2548,,,147,170
1060207556,-404010026,1803401502,170,84,102689,21,0,4031,2549,0,,147,170
1060207562,-404008369,1803403307,170,83,104777,21,0,4012,2549,0,,147,170
1060207563,-404008234,1803403688,170,83,105095,21,0,4012,2549,0,,147,170
1060207568,-404007666,1803405693,171,83,106733,21,64,3863,2551,0,,88,171
1060207574,-404007194,1803408609,172,83,109054,21,64,3779,2554,0,,44,172
1060207575,-404007050,1803409011,172,83,109393,21,64,3779,2555,0,,44,172
1060207579,-404006420,1803410890,172,84,110963,21,64,3788,2557,0,,44,172
1060207581,-404006189,1803411809,172,84,111707,21,64,3807,2559,0,,44,172
1060207585,-404005631,1803413487,174,84,113107,21,0,3816,2564,0,,25,174
1060207591,-404004703,1803416101,174,83,115314,21,64,3770,2571,,,25,174
1060207592,-404004621,1803416519,174,83,115647,21,64,3770,2572,,,25,174
1060207595,-404004701,1803417899,171,84,116707,21,64,3760,2574,,,44,171
1060207598,-404004580,1803419302,170,83,117808,21,0,3751,2576,0,,57,170
1060207603,-404004287,1803422305,173,83,120167,21,0,3770,2576,0,,57,173
1060207604,-404004303,1803422892,174,83,120622,21,64,3779,2575,0,,57,174
1060207605,-404004540,1803423438,175,84,121098,21,64,3788,2575,0,,44,175
1060207607,-404004876,1803424375,175,87,121879,21,0,3779,2573,0,,44,175
1060207609,-404004943,1803425528,176,89,122772,21,0,3770,2569,0,,72,176
1060207611,-404004661,1803426648,176,90,123678,21,0,3779,2564,0,,72,176
1060207613,-404004032,1803427375,175,93,124524,21,0,3844,2556,0,,88,175
1060207614,-404003418,1803427470,175,93,125079,21,0,3872,2554,0,,88,175
1060207617,-404001992,1803427387,175,90,126359,21,0,4087,2551,894,,129,175
1060207618,-404001596,1803427356,175,87,126727,21,64,4087,2550,,,129,175
1060207623,-403999448,1803427180,174,83,128730,21,64,3891,2549,0,,108,174
1060207624,-403998975,1803427241,175,83,129172,21,64,3891,2549,881,,108,175
1060207629,-403997516,1803428572,175,84,130959,21,64,3882,2548,,,108,175
1060207634,-403996179,1803430707,174,84,133031,21,64,3891,2548,0,,108,174
1060207637,-403995853,1803432139,173,84,134181,21,64,3872,2548,0,,108,173
1060207643,-403994860,1803435010,174,84,136614,21,64,3854,2548,0,,88,174
1060207649,-403993819,1803437524,174,84,138783,21,64,3863,2549,0,,88,174
1060207650,-403993644,1803437852,174,84,139086,21,64,3863,2549,,,88,174
1060207655,-403992304,1803439981,174,85,141202,21,64,3854,2549,,,88,174
1060207657,-403991722,1803440639,174,84,141947,21,64,3854,2549,,,88,174
1060207663,-403989998,1803442363,175,86,144055,21,64,3835,2551,,,108,175
1060207668,-403989100,1803443805,177,84,145453,21,64,3742,2554,0,2,88,177
1060207671,-403988210,1803444570,177,84,146471,21,64,3648,2556,0,2,88,177
1060207673,-403987697,1803445080,177,84,147089,21,64,3611,2560,0,2,88,177
1060207674,-403987523,1803445268,177,84,147308,21,64,3611,2562,0,2,88,177
1060207678,-403986262,1803445971,176,86,148599,21,64,3508,2565,0,1,44,176
1060207680,-403985446,1803446086,177,86,149362,21,64,3518,2569,0,1,32,177
1060207684,-403984081,1803446452,178,84,150667,20,64,3480,2573,0,1,44,178
1060207685,-403983798,1803446599,178,84,150953,21,64,3452,2575,0,1,44,178
1060207690,-403981714,1803446874,179,85,152910,21,64,3406,2578,0,1,44,179
1060207693,-403980678,1803446816,179,84,153872,21,64,3331,2580,0,1,44,179
1060207698,-403978522,1803447216,179,84,155894,21,64,3340,2583,,1,44,179
1060207702,-403976877,1803447999,179,86,157539,21,64,3415,2585,0,1,44,179
1060207705,-403975661,1803449167,180,84,158985,21,64,3499,2587,0,1,18,180
1060207709,-403974873,1803451154,180,85,160736,21,64,3518,2588,0,1,12,180
1060207711,-403975038,1803452385,180,85,161698,21,64,3555,2591,0,1,12,180
1060207713,-403975344,1803453503,180,85,162613,20,64,3620,2592,894,1,12,180
1060207718,-403976738,1803455301,180,84,164530,20,64,3695,2596,,1,18,180
1060207722,-403977910,1803456345,180,84,165887,20,64,3602,2602,894,1,18,180
1060207724,-403978610,1803456914,181,86,166673,20,64,3686,2604,894,1,12,181
1060207727,-403979207,1803457980,181,88,167685,20,0,3676,2607,0,1,12,181
1060207728,-403979210,1803458361,182,88,167981,20,0,3658,2609,0,1,18,182
1060207732,-403978539,1803459532,181,84,169119,20,64,3564,2614,894,1,18,181
1060207737,-403977108,1803459217,180,83,170528,20,0,3527,2617,0,1,12,180
1060207738,-403976877,1803458883,181,83,170863,20,0,3518,2617,0,0,18,181
1060207741,-403976254,1803457550,182,83,172047,20,0,3546,2617,0,0,25,182
1060207746,-403975080,1803455262,182,83,174129,20,64,3620,2617,0,0,25,182
1060207749,-403974330,1803453924,181,83,175378,20,64,3639,2618,0,0,25,181
1060207754,-403973082,1803451691,181,83,177472,20,64,3620,2618,0,0,25,181
1060207756,-403972605,1803450806,181,83,178290,20,64,3658,2618,881,0,25,181
1060207762,-403971153,1803448307,181,83,180653,20,64,3835,2617,0,0,25,181
1060207765,-403970318,1803447144,180,83,181843,20,64,3872,2618,0,0,7,180
1060207771,-403968842,1803444936,182,83,184039,20,64,3910,2617,0,0,18,182
1060207773,-403968274,1803444124,182,84,184861,20,64,3882,2617,0,0,18,182
1060207779,-403966601,1803442001,181,83,187126,20,64,3910,2618,0,0,12,181
1060207783,-403965523,1803440547,181,84,188634,20,64,3919,2617,0,0,12,181
1060207789,-403963800,1803438442,181,84,190922,20,64,3900,2617,0,0,12,181
1060207793,-403962719,1803437109,180,84,192366,20,64,3872,2617,0,0,12,180
1060207799,-403960928,1803435030,180,83,194685,20,64,3872,2617,0,0,12,180
1060207803,-403959686,1803433767,179,84,196200,20,64,3882,2618,0,0,12,179
1060207809,-403957827,1803431867,181,85,198472,20,64,3882,2617,0,0,7,181
1060207812,-403957004,1803430987,181,85,199498,20,64,3882,2617,0,0,25,181
1060207814,-403956307,1803430289,182,85,200342,20,64,3882,2618,0,0,18,182
1060207820,-403954295,1803428501,181,84,202671,20,64,3891,2618,0,0,25,181
1060207823,-403953261,1803427555,181,84,203880,20,64,3891,2617,0,0,25,181
1060207828,-403951599,1803425830,181,85,205925,20,64,3910,2617,0,0,25,181
1060207829,-403951256,1803425515,181,85,206327,20,64,3910,2617,0,0,25,181
1060207835,-403949245,1803423790,180,85,208624,20,64,3928,2616,0,0,25,180
1060207837,-403948603,1803423273,180,86,209343,20,0,3928,2616,0,0,25,180
1060207842,-403946784,1803421728,180,86,211417,20,64,3928,2616,0,0,25,180
1060207848,-403944723,1803419970,182,86,213768,20,0,3928,2617,0,0,18,182
1060207853,-403942862,1803418534,182,85,215827,20,64,3938,2617,0,0,18,182
1060207858,-403941216,1803417150,182,87,217700,20,0,3938,2616,0,0,12,182
1060207864,-403939177,1803415741,180,86,219887,20,64,3928,2617,0,0,18,180
1060207867,-403938227,1803414947,181,85,220968,20,64,3919,2617,0,0,18,181
1060207871,-403937654,1803412744,182,86,222779,20,64,3919,2616,0,0,25,182
1060207876,-403937374,1803409710,181,89,225123,20,64,3938,2611,0,0,44,181
1060207877,-403937371,1803409169,181,89,225541,20,64,3956,2610,0,0,44,181
1060207878,-403937414,1803408574,181,89,226002,20,64,3975,2608,0,0,44,181
1060207883,-403937151,1803405913,181,88,228090,20,0,4096,2605,0,0,44,181
1060207884,-403937113,1803405371,181,88,228511,20,0,4096,2606,0,0,44,181
1060207889,-403937212,1803402727,180,87,230574,20,0,4031,2609,894,0,32,180
1060207890,-403937314,1803402160,181,87,231020,20,0,4003,2609,894,0,25,181
1060207896,-403937048,1803399073,182,85,233428,20,64,3891,2604,0,0,25,182
1060207897,-403937004,1803398481,182,85,233884,20,64,3891,2603,0,0,25,182
1060207898,-403936960,1803397914,182,86,234322,20,64,3882,2601,0,0,25,182
1060207900,-403936751,1803396926,183,86,235104,20,64,3882,2597,0,0,25,183
1060207902,-403936398,1803395867,182,86,235976,20,64,3919,2595,0,0,18,182
1060207906,-403935326,1803393321,181,88,238169,20,0,4208,2590,0,0,12,181
1060207908,-403934617,1803391799,181,91,239519,20,0,4423,2588,0,0,12,181
1060207910,-403934107,1803390715,182,90,240482,20,0,4404,2584,0,0,25,182
1060207914,-403933342,1803388925,181,88,242040,20,0,4208,2581,894,0,32,181
1060207917,-403932573,1803387858,178,87,243141,20,0,4124,2579,0,0,57,178
1060207918,-403932419,1803387306,177,87,243592,20,0,4124,2579,0,0,57,177
1060207921,-403931808,1803385776,177,86,244941,20,64,4180,2579,0,0,57,177
1060207922,-403931640,1803385284,177,86,245354,20,64,4189,2578,0,0,57,177
1060207924,-403931468,1803384280,180,86,246152,20,64,4208,2577,0,0,32,180
1060207926,-403931283,1803383502,181,87,246776,20,0,4217,2577,894,0,44,181
1060207928,-403931396,1803382598,183,87,247506,20,0,4217,2577,0,0,32,183
1060207929,-403931352,1803382163,183,87,247841,20,0,4227,2576,0,0,32,183
1060207932,-403931168,1803380925,182,87,248818,20,0,4217,2575,894,0,25,182
1060207933,-403930985,1803380487,182,87,249190,20,0,4199,2575,0,0,25,182
1060207938,-403930587,1803377937,183,87,251186,20,0,4161,2575,0,-1,25,183
1060207943,-403930843,1803374793,183,88,253619,20,0,4115,2575,0,-1,32,183
1060207948,-403930986,1803371880,184,85,255881,20,64,4115,2576,0,-1,44,184
1060207952,-403931601,1803369388,184,85,257890,20,64,4152,2577,0,-1,44,184
1060207953,-403931603,1803368921,185,85,258242,20,64,4171,2576,894,-1,57,185
1060207957,-403932153,1803367667,184,85,259410,20,64,3835,2576,0,-1,32,184
1060207961,-403933673,1803366919,184,85,260945,20,64,3900,2577,0,-1,32,184
1060207967,-403936152,1803366700,184,85,263266,20,64,3928,2577,0,-1,12,184
1060207973,-403938587,1803367036,184,85,265548,20,64,3882,2575,0,-1,12,184
1060207974,-403938934,1803367147,184,85,265880,20,64,3872,2574,0,-1,12,184
1060207978,-403940597,1803367431,184,85,267445,19,64,3835,2571,0,-1,12,184
1060207981,-403941834,1803367597,184,85,268601,20,64,3807,2569,0,-1,12,184
1060207982,-403942284,1803367707,184,85,269028,20,64,3826,2568,0,-1,12,184
1060207987,-403944539,1803368277,184,86,271177,20,64,3816,2564,894,-1,12,184
1060207989,-403945619,1803368202,183,86,272168,20,64,3835,2563,0,-1,18,183
1060207993,-403947774,1803368596,182,86,274195,19,64,3938,2561,0,-1,12,182
1060207997,-403949386,1803368808,183,86,275703,19,0,3956,2560,0,-1,12,183
1060208002,-403951614,1803369266,182,87,277805,20,0,3928,2560,0,-1,18,182
1060208007,-403953714,1803369634,182,86,279779,19,64,3938,2559,0,-1,18,182
1060208013,-403955939,1803369025,182,86,281920,20,64,3882,2559,0,-1,12,182
1060208015,-403956623,1803368315,183,86,282756,20,64,3844,2558,0,-1,12,183
1060208018,-403957679,1803366931,183,87,284210,19,0,3844,2558,0,-1,12,183
1060208023,-403958517,1803364506,184,88,286256,20,0,3863,2558,0,-1,44,184
1060208024,-403958702,1803363995,184,88,286686,19,0,3863,2559,0,-1,44,184
1060208029,-403958333,1803361381,183,87,288726,19,0,3854,2560,0,-1,32,183
1060208030,-403958216,1803360906,183,87,289103,19,0,3863,2560,0,-1,32,183
1060208036,-403957580,1803357959,184,86,291443,19,64,3854,2561,894,-1,44,184
1060208037,-403957539,1803357458,184,86,291827,19,64,3854,2561,0,-1,44,184
1060208041,-403957844,1803355225,183,86,293548,19,64,3900,2563,0,-1,32,183
1060208043,-403958001,1803354195,184,85,294353,20,64,3910,2564,894,-1,18,184
1060208049,-403958261,1803351638,184,85,296376,19,64,3872,2567,,-1,18,184
1060208052,-403958678,1803350032,185,84,297682,19,64,3844,2569,,-1,7,185
1060208055,-403958429,1803348615,186,84,298782,20,64,3826,2570,0,-1,7,186
1060208059,-403957663,1803346940,185,85,300259,19,64,3816,2570,0,-1,18,185
1060208061,-403957135,1803346113,185,85,301063,19,64,3816,2570,0,-1,18,185
1060208067,-403955832,1803343846,186,84,303212,19,64,3816,2571,0,-1,25,186
1060208072,-403954384,1803341884,186,86,305251,19,64,3807,2572,0,-1,72,186
1060208073,-403954190,1803341503,186,86,305594,19,64,3816,2572,0,-1,72,186
1060208079,-403952749,1803339126,184,86,307866,20,64,3835,2574,0,-1,25,184
1060208085,-403951517,1803336475,184,85,310202,20,64,3844,2573,894,-1,18,184
1060208087,-403951010,1803335625,184,85,311012,20,64,3854,2571,0,-1,18,184
1060208091,-403950374,1803333600,185,84,312710,19,64,3863,2569,0,-1,25,185
1060208092,-403950475,1803333176,186,85,313052,19,64,3863,2569,0,-1,25,186
1060208098,-403951659,1803330757,185,85,315236,20,64,3872,2568,,-1,18,185
1060208104,-403952562,1803328567,185,85,317130,19,64,3844,2570,,-1,18,185
1060208108,-403953525,1803327084,185,85,318640,19,64,3807,2571,,-1,18,185
1060208109,-403953886,1803326709,185,85,319084,19,64,3807,2571,0,-1,18,185
1060208113,-403955276,1803324930,185,86,321002,20,64,3835,2566,0,-1,18,185
1060208114,-403955818,1803324458,185,86,321624,20,64,3919,2563,0,-1,18,185
1060208117,-403957051,1803323634,185,87,322939,20,0,4050,2559,0,-1,18,185
1060208119,-403957779,1803323499,185,86,323622,20,64,3816,2558,0,-1,18,185
1060208123,-403959478,1803323156,185,84,325235,19,64,3891,2557,0,-1,18,185
1060208129,-403961618,1803322470,185,85,327298,20,64,3732,2558,0,-1,18,185
1060208131,-403962353,1803321825,185,85,328143,20,64,3751,2558,0,-1,12,185
1060208136,-403964010,1803319978,184,86,330261,19,64,3807,2558,0,-1,12,184
1060208139,-403964685,1803318765,184,85,331393,19,64,3835,2558,894,-1,12,184
1060208145,-403965761,1803316175,184,84,333641,20,64,3882,2558,894,-1,12,184
1060208147,-403965885,1803315343,185,84,334296,19,64,3882,2558,,-1,7,185
1060208153,-403966694,1803312652,185,84,336517,20,64,3835,2559,894,-1,7,185
1060208159,-403967668,1803310020,184,84,338755,20,64,3807,2559,0,-1,12,184
