Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,State
0boS4e6uXwp3zAvz1mLxZS,44TGR1CzjKBxSHsSEy7bi9,Run Boy Run,The Golden Age,Woodkid,1/01/2013,213266.0,65.0,spotify:user:jadstar7,2023-08-12T13:25:15Z,chamber pop,0.506,0.959,5.0,-5.264,0.0,0.102,0.084,0.000655,0.135,0.34,133.996,4.0,FALLOFF
1Ek1oOZaKFPYsa4ri0yu4u,5Grq5bIeD9Vw6JyBiobSdA,ノーボーイ・ノークライ,ノーボーイ・ノークライ,STANCE PUNKS,1/04/2005,214066.0,42.0,spotify:user:jadstar7,2023-08-12T13:29:23Z,"j-punk,japanese punk rock",0.391,0.997,7.0,0.47,1.0,0.0752,0.0082,0.0,0.141,0.111,99.889,4.0,WARMUP
3eSVrnXol6ULFAqWUKS6QA,0fcQm3RnOXaVsvKtnRp2K8,Save Me - Extended,Eurobeat Sound Tracks,Leslie Parrish,1/06/2019,338156.0,41.0,spotify:user:jadstar7,2023-08-12T13:25:25Z,"eurobeat,super eurobeat",0.44,0.938,10.0,-7.05,0.0,0.04,2.04e-05,0.000333,0.333,0.699,155.767,4.0,WARMUP
0OwP88m46SzRRKeXgciYrb,5qVBMUGPLZJlWqeLgKrs4U,Civil Sin,Civilian,Boy Kill Boy,1/01/2006,234373.0,20.0,spotify:user:jadstar7,2023-08-12T13:25:47Z,british indie rock,0.304,0.931,9.0,-3.026,0.0,0.0615,1.72e-05,0.0,0.271,0.36,162.873,4.0,WARMUP
2uzyiRdvfNI5WxUiItv1y9,0ifzzRKdmtgaHy9cfnnyCR,Hocus Pocus,The Best Of Focus / Hocus Pocus (Incl WC 2010 Version of 'Hocus Pocus'),Focus,2001,402866.0,44.0,spotify:user:jadstar7,2023-08-12T13:25:50Z,"art rock,dutch prog,flute rock,nederpop,progressive rock,symphonic rock",0.262,0.818,2.0,-5.538,1.0,0.152,0.0218,0.916,0.276,0.395,183.629,4.0,TEMPO
40bm28QcJT5My540ymSQ2y,1dIdBZaaHRW2bDTkHNfWln,Untouched,Hook Me Up,The Veronicas,2005,255360.0,54.0,spotify:user:jadstar7,2023-08-12T13:25:58Z,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.557,0.783,6.0,-4.893,0.0,0.234,0.0171,0.0172,0.151,0.442,177.008,4.0,WARMUP
4PADjYad8rmbNA9DBRuVue,7sCcPQQft3sSxcJaB30dlb,Vitriol,Retrospectable,Bluejuice,22/09/2014,149386.0,0.0,spotify:user:jadstar7,2023-08-12T13:26:27Z,"australian alternative rock,australian indie",0.565,0.941,8.0,-3.742,1.0,0.0752,0.00329,0.0,0.0433,0.965,170.1,4.0,WARMUP
0dt2bECwIUEzWppQLeUqG6,0Ya43ZKWHTKkAbkoJJkwIB,Tokyo (Vampires & Wolves),The Wombats Proudly Present... This Modern Glitch (10th Anniversary Edition),The Wombats,2011,225526.0,47.0,spotify:user:jadstar7,2023-08-12T13:26:55Z,"liverpool indie,modern alternative rock,modern rock",0.456,0.911,0.0,-5.52,1.0,0.0749,0.000898,0.0,0.37,0.572,146.4,4.0,WARMUP
6QgjcU0zLnzq5OrUoSZ3OK,4kI8Ie27vjvonwaB2ePh8T,Feel It Still,Woodstock,Portugal. The Man,16/06/2017,163253.0,73.0,spotify:user:jadstar7,2023-08-12T13:27:15Z,"indie rock,indietronica,modern alternative rock,modern rock",0.801,0.795,1.0,-5.115,0.0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,4.0,RECOVER
4ECvB9frSDegHfKNRh9dwT,1dIdBZaaHRW2bDTkHNfWln,4ever,The Secret Life Of...,The Veronicas,18/10/2005,208973.0,48.0,spotify:user:jadstar7,2023-08-12T13:27:55Z,"australian pop,candy pop,dance pop,girl group,post-teen pop",0.581,0.857,5.0,-2.21,0.0,0.0627,0.00168,0.000166,0.0967,0.565,145.941,4.0,FALLOFF
32zqrDpYvNr8BuOClDpavD,1x2YcZB1QpRZB3HT9gdUCQ,Absolute Territory,Absolute Territory,Ken Ashcorp,8/03/2013,268571.0,55.0,spotify:user:jadstar7,2023-08-12T13:28:05Z,otacore,0.609,0.602,5.0,-9.452,0.0,0.0384,0.00014,0.00108,0.59,0.752,126.0,4.0,WARMUP
6flEDs8jmQ47ZSFZru59Fz,16FpDRuy5xMHpuLYZV0Hkt,ニワカ雨ニモ負ケズ,ニコ タッチズ ザ ウォールズ ノ ベスト,NICO Touches the Walls,5/02/2014,261653.0,50.0,spotify:user:jadstar7,2023-08-12T13:28:55Z,"j-poprock,j-rock",0.38,0.951,1.0,-2.92,1.0,0.147,0.00282,0.0,0.0536,0.664,186.127,4.0,WARMUP
4JHg4nNYUJQ5HULcCmI18R,536BYVgOnRky0xjsPT96zl,What You Know,Tourist History,Two Door Cinema Club,1/03/2010,189693.0,71.0,spotify:user:jadstar7,2023-08-12T13:29:06Z,"indie rock,indietronica,irish rock,modern alternative rock,modern rock,northern irish indie",0.549,0.758,6.0,-3.991,0.0,0.0406,0.000673,6.79e-06,0.0926,0.822,139.052,4.0,RECOVER
052C0m9kD30nZqcPWPPRqm,0MK8l3nURwwQIjafvXoJJt,遥か彼方,Best Hit AKG,ASIAN KUNG-FU GENERATION,18/01/2012,243346.0,0.0,spotify:user:jadstar7,2023-08-12T13:29:26Z,"anime,j-pop,j-poprock,j-rock,japanese pop punk",0.316,0.951,1.0,-3.757,0.0,0.112,2.46e-05,0.189,0.17,0.255,174.895,4.0,WARMUP
61YzdCCBPM5Pc7lIiD5i8C,"7pGyQZx9thVa8GxMBeXscB,4bYPcJP5jwMhSivRcqie2n",Bang Bang,Troubadour,"K'NAAN,Adam Levine",2009,186533.0,67.0,spotify:user:jadstar7,2023-08-12T13:29:45Z,"reggae fusion,deep talent show",0.623,0.901,10.0,-4.402,0.0,0.182,0.0785,0.0,0.0251,0.896,179.985,4.0,WARMUP
65TyjnyQS5tYYVnv723qDq,3w2HqkKa6upwuXEULtGvnY,Sign,Flow Anime Best Kiwami,FLOW,2015,236400.0,0.0,spotify:user:jadstar7,2023-08-12T13:29:54Z,anime,0.381,0.883,11.0,-4.587,0.0,0.0906,0.00177,0.0,0.328,0.63,177.91,4.0,WARMUP
2AgnbuzvnfPvq1sAYNB4pj,"1anyVhU62p31KFi8MEzkbf,3aQeKQSyrW4qWr35idm0cy,4akybxRTGHJZ1DXjLhJ1qu,5xI4mPixKfrCCspATqbpy3,1EpyA68dKpjf7jXmQL88Hy","Finish Line / Drown (feat. T-Pain, Kirk Franklin, Eryn Allen Kane & Noname)",Coloring Book,"Chance the Rapper,T-Pain,Kirk Franklin,Eryn Allen Kane,Noname",27/05/2016,406983.0,44.0,spotify:user:jadstar7,2023-08-12T13:26:43Z,"chicago rap,conscious hip hop,hip hop,pop rap,rap,trap,dance pop,gangster rap,r&b,southern hip hop,urban contemporary,gospel,gospel r&b,alternative r&b,neo soul",0.456,0.609,7.0,-6.439,0.0,0.377,0.617,0.0,0.0724,0.41,86.368,4.0,COOLDOWN
,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN
5tfJQZXasH9Rkvchivf0xP,"5STWqgM2UA9s0YmWYNn3yF,2o2o9y1Nd4fyftVPSgoGWZ",Zinedine Zidane (feat. Les Murray),Zinedine Zidane (feat. Les Murray),"Vaudeville Smash,Les Murray",30/05/2014,258661.0,39.0,spotify:user:jadstar7,2024-04-05T09:38:23Z,indie electropop,0.555,0.841,10.0,-4.85,0.0,0.197,0.0919,0.0,0.0548,0.656,125.382,4.0,FALLOFF
3BIIJgBJJ7NhhCv4MI6n7w,6TLwD7HPWuiOzvXEa3oCNe,Alien Boy,Ugly is Beautiful,Oliver Tree,17/07/2020,164312.0,57.0,spotify:user:jadstar7,2024-04-05T09:38:50Z,alternative hip hop,0.792,0.576,1.0,-7.046,1.0,0.132,0.0597,0.0,0.186,0.52,130.135,4.0,WARMUP
2hW4tKrJUOKEtXuSEViv6p,3NT9rxRQ2o4qUYpHRJY76O,Join the Club,Join the Club,Tilly Louise,22/02/2023,147400.0,38.0,spotify:user:jadstar7,2024-04-05T09:39:49Z,,0.475,0.918,7.0,-2.813,1.0,0.323,0.021,2.13e-05,0.769,0.438,150.136,4.0,WARMUP
51UUbHewbLuTtCGeZDY4Hg,3sLxtyKG3mxKppht02MTCQ,Alive,Warbly Jets,Warbly Jets,20/10/2017,210866.0,43.0,spotify:user:jadstar7,2024-04-05T09:39:01Z,modern alternative rock,0.337,0.917,0.0,-6.486,1.0,0.0763,6.77e-05,0.00057,0.0835,0.302,127.888,4.0,WARMUP
4h9wh7iOZ0GGn8QVp4RAOB,5Pwc4xIPtQLFEnJriah9YJ,I Ain't Worried,I Ain’t Worried (Music From The Motion Picture Top Gun: Maverick),OneRepublic,13/05/2022,148485.0,82.0,spotify:user:jadstar7,2024-04-05T10:09:56Z,"piano rock,pop",0.704,0.797,0.0,-5.927,1.0,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4.0,RECOVER
4Z7i8q6y2B5SooNiEKgT8s,4VVh7MQx2qRX5YWmokQ8hT,Shmoopie,Shmoopie,Buddha Trixie,16/09/2022,247717.0,31.0,spotify:user:jadstar7,2024-04-05T09:39:24Z,san diego indie,0.426,0.84,0.0,-6.543,1.0,0.0617,0.00386,3.15e-05,0.414,0.636,170.917,4.0,WARMUP
2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh,Sweater Weather,I Love You.,The Neighbourhood,19/04/2013,240400.0,85.0,spotify:user:jadstar7,2024-04-05T09:39:40Z,"modern alternative rock,modern rock,pop",0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,4.0,RECOVER
57FCi2qZeS6O3ol6v8cxyN,3RE9lrTTbnp2GUwHrGS40f,Design,Dark Music In The Sun,GRMLN,30/03/2021,107546.0,5.0,spotify:user:jadstar7,2024-04-05T09:40:15Z,modern dream pop,0.618,0.983,5.0,-0.412,1.0,0.0615,0.144,0.000538,0.282,0.963,144.921,4.0,FALLOFF
7f7MYbx4pfkYtTgIfTjuE6,3RE9lrTTbnp2GUwHrGS40f,27 Kids,Discovery,GRMLN,8/04/2017,140556.0,31.0,spotify:user:jadstar7,2024-04-05T09:40:19Z,modern dream pop,0.595,0.882,1.0,-4.889,1.0,0.101,0.0316,0.0,0.243,0.922,93.989,4.0,FALLOFF
3YgtkOxZsTuaZdL8McA1FQ,"4oLeXFyACqeem2VImYeBFe,6l7R1jntPahGxwJt7Tky8h",adore u,adore u,"Fred again..,Obongjayar",11/08/2023,220653.0,70.0,spotify:user:jadstar7,2024-04-05T09:52:43Z,"edm,house,stutter house,experimental r&b",0.747,0.867,0.0,-7.311,1.0,0.088,0.582,0.00413,0.114,0.684,124.015,4.0,FALLOFF
6fZQXbSPFrnoOafZUEpn4u,0rbDnVqVc7mv9A6MNyu4lD,Exoskeleton,Out Of The Blue,Dan Luke and the Raid,11/10/2019,166653.0,18.0,spotify:user:jadstar7,2024-04-05T09:40:28Z,kentucky indie,0.549,0.85,0.0,-5.927,1.0,0.0453,0.0376,0.0,0.293,0.838,82.439,4.0,FALLOFF
1PQZTaIyqjYo92gpwgTuTb,4NNslFqwFLMsVfeAWfGryM,Daytoday,Minialbum,austenyo,18/09/2019,100745.0,35.0,spotify:user:jadstar7,2024-04-05T09:40:37Z,modern indie pop,0.641,0.374,0.0,-12.602,1.0,0.511,0.704,0.0,0.0961,0.962,77.485,4.0,WARMUP
3iTOyqVXJiUfTQ5lDpCf6M,3nHKeOa45XrUplL3NiGy7E,I Love Hating You,I Love Hating You,FrankJavCee,1/05/2020,151048.0,28.0,spotify:user:jadstar7,2024-04-05T09:40:43Z,vaportrap,0.484,0.787,4.0,-6.931,0.0,0.0424,0.0161,0.939,0.11,0.335,143.19,4.0,TEMPO
6ckTubYkPQPegMg5zfJRjZ,62U36LEen0wpm8L5q68iVu,Monodrama,Monodrama,benches,24/04/2020,168533.0,42.0,spotify:user:jadstar7,2024-04-05T09:40:52Z,,0.424,0.863,4.0,-4.101,1.0,0.0506,0.0101,0.0,0.36,0.375,130.083,4.0,WARMUP
4f1Qqvl7nvH8I5gqsAKRZC,3RE9lrTTbnp2GUwHrGS40f,Superstar,Dark Music In The Sun,GRMLN,30/03/2021,165668.0,22.0,spotify:user:jadstar7,2024-04-05T09:40:58Z,modern dream pop,0.589,0.953,6.0,-0.16,0.0,0.0912,0.225,1.24e-05,0.101,0.807,170.02,4.0,FALLOFF
5jkuq8q8itgaOxZtg8fsT7,5PhoNkzWUeTayL3gJv4Gvn,Lucky,LUCKY,"Lucie,Too",7/02/2018,98146.0,32.0,spotify:user:jadstar7,2024-04-05T09:42:11Z,"j-indie,japanese alternative rock,japanese indie rock",0.461,0.89,11.0,-4.822,0.0,0.0336,0.0346,4.86e-06,0.14,0.879,92.483,1.0,WARMUP
4JHg4nNYUJQ5HULcCmI18R,536BYVgOnRky0xjsPT96zl,What You Know,Tourist History,Two Door Cinema Club,1/03/2010,189693.0,71.0,spotify:user:jadstar7,2024-04-05T09:43:01Z,"indie rock,indietronica,irish rock,modern alternative rock,modern rock,northern irish indie",0.549,0.758,6.0,-3.991,0.0,0.0406,0.000673,6.79e-06,0.0926,0.822,139.052,4.0,RECOVER
3rU5t9hhc6oNrbRHxl1HSR,0e5Rda7VQAY786739xp0Jt,Baggage,Jamesy Boy & The Screw Loose Zoo,Rare Americans,19/11/2021,175376.0,39.0,spotify:user:jadstar7,2024-04-05T09:43:47Z,pov: indie,0.724,0.771,11.0,-7.333,1.0,0.0365,0.0163,0.0,0.233,0.766,110.101,4.0,FALLOFF
7t97jbSsGY54ULs52xAV5a,07EcmJpfAday8xGkslfanE,Joyride,ARIZONA BABY,Kevin Abstract,25/04/2019,216070.0,34.0,spotify:user:jadstar7,2024-04-05T09:44:06Z,"afrofuturism,lgbtq+ hip hop",0.634,0.796,9.0,-6.485,0.0,0.0691,0.674,0.000232,0.198,0.594,79.977,4.0,WARMUP
2IxhiriDpu4iBnXZb3ytXN,"1l2oLiukA9i5jEtIyNWIEP,34Klkdsg5d10VLM9ACzgZs",Maniac,Maniac,"Carpenter Brut,Yann Ligner",14/05/2020,278360.0,46.0,spotify:user:jadstar7,2024-04-05T09:44:35Z,"cyberpunk,darksynth,synthwave",0.482,0.781,3.0,-4.398,0.0,0.0532,3.08e-05,0.0,0.0706,0.481,83.043,4.0,COOLDOWN
3CVPyuuD6HxWXgPbbGqbg6,7gP3bB2nilZXLfPHJhMdvc,Are You What You Want to Be?,Supermodel,Foster The People,14/03/2014,270840.0,47.0,spotify:user:jadstar7,2024-04-05T09:45:26Z,"indietronica,modern alternative rock,modern rock,rock",0.599,0.816,6.0,-5.002,0.0,0.0514,0.00702,2.8e-06,0.508,0.595,126.02,4.0,WARMUP
2P4OICZRVAQcYAV2JReRfj,1vCWHaC5f2uS3yhpwWbIA6,Waiting For Love,Stories,Avicii,2/10/2015,230613.0,74.0,spotify:user:jadstar7,2024-04-05T09:45:18Z,"dance pop,edm,pop,pop dance",0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999,4.0,FALLOFF
1PAKcvZUMSgEqRhmhZDeGk,4tpUmLEVLCGFr93o8hFFIB,Atomic,Best Of Blondie,Blondie,31/10/1981,282240.0,40.0,spotify:user:jadstar7,2024-04-05T09:46:16Z,"candy pop,new wave pop,permanent wave,power pop,rock,synthpop",0.594,0.498,4.0,-14.791,0.0,0.033,0.00998,0.314,0.101,0.928,134.318,4.0,WARMUP
4sy3B9TPNMIze8oFrDJnUN,73sIBHcqh3Z3NyqHKZ7FOL,Not Going Back,EP (2011 Re-Release),Childish Gambino,31/01/2018,280869.0,37.0,spotify:user:jadstar7,2024-04-05T09:46:32Z,"atl hip hop,hip hop,rap",0.654,0.668,5.0,-9.135,0.0,0.248,0.196,0.0,0.0999,0.378,95.142,4.0,WARMUP
2uzyiRdvfNI5WxUiItv1y9,0ifzzRKdmtgaHy9cfnnyCR,Hocus Pocus,The Best Of Focus / Hocus Pocus (Incl WC 2010 Version of 'Hocus Pocus'),Focus,2001,402866.0,44.0,spotify:user:jadstar7,2024-04-05T09:45:56Z,"art rock,dutch prog,flute rock,nederpop,progressive rock,symphonic rock",0.262,0.818,2.0,-5.538,1.0,0.152,0.0218,0.916,0.276,0.395,183.629,4.0,TEMPO
7cv28LXcjAC3GsXbUvXKbX,6V6WCgi7waF55bJmylC4H5,I Will Survive - Single Version,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,Gloria Gaynor,1/01/2000,198066.0,60.0,spotify:user:jadstar7,2024-04-05T09:45:43Z,"disco,soft rock",0.777,0.725,0.0,-8.681,1.0,0.05,0.0131,0.00805,0.246,0.529,116.669,4.0,WARMUP
2YByIMqNtTb0T072UDfTo9,2UqOfH9sWaoyHyOtlRNp7P,The Top - Extended,Ken Blast And Friends - REMASTERED,KEN BLAST,15/11/2019,280000.0,45.0,spotify:user:jadstar7,2024-04-05T09:46:45Z,"eurobeat,super eurobeat",0.432,0.994,3.0,-3.101,0.0,0.0737,0.00072,0.0,0.0787,0.924,159.979,4.0,WARMUP
2DSozpn496EuCtK3snho0l,6HCZOENaZRSdEWQVSN8vzL,Surrender,American English,Tor Miller,30/09/2016,197173.0,0.0,spotify:user:jadstar7,2024-04-05T09:46:51Z,nyc pop,0.482,0.868,1.0,-5.269,0.0,0.0517,0.00353,0.00869,0.282,0.526,112.019,4.0,FALLOFF
0BZIdjiPeI4jdFG0uT6GqI,73sIBHcqh3Z3NyqHKZ7FOL,Heartbeat,Camp,Childish Gambino,15/11/2011,270693.0,0.0,spotify:user:jadstar7,2024-04-05T09:46:37Z,"atl hip hop,hip hop,rap",0.799,0.557,1.0,-6.808,0.0,0.136,0.00397,0.000658,0.0626,0.298,119.968,4.0,WARMUP
